spread_favorite,over_under_line,weather_temperature,weather_humidity,total_points,team_home_encoded,team_away_encoded,team_favorite_id_encoded
-3.0,37.0,73.0,92.0,31,24,19,19
-12.0,45.0,66.0,77.0,43,18,6,18
-4.0,38.0,76.0,90.0,41,25,21,25
-3.0,43.0,70.0,83.0,50,16,9,9
-3.0,47.5,72.0,0.0,51,17,28,17
-9.0,34.5,81.0,61.0,21,29,4,30
-7.5,36.5,75.0,86.0,67,23,8,23
-7.5,42.5,90.0,13.0,33,0,11,11
-6.5,35.5,72.0,0.0,41,1,29,30
-4.5,44.5,63.0,73.0,27,6,26,27
-4.0,47.5,72.0,0.0,36,10,20,20
-7.5,44.0,72.0,0.0,56,12,15,15
-7.5,42.0,72.0,0.0,36,13,14,13
-3.0,40.5,84.0,74.0,24,19,3,19
-6.0,38.0,69.0,61.0,39,21,24,21
-1.5,38.5,69.0,86.0,34,16,2,16
-7.0,44.5,70.0,62.0,25,28,7,29
-3.0,47.0,58.0,74.0,47,27,17,28
-4.5,43.5,70.0,73.0,39,30,22,31
-1.5,43.5,72.0,79.0,45,31,23,32
-5.5,45.0,58.0,34.0,41,9,18,9
-3.0,43.5,68.0,72.0,27,2,15,15
-3.0,39.5,56.0,75.0,36,3,25,3
-6.0,35.5,67.0,73.0,26,4,1,4
-4.5,40.0,54.0,71.0,35,7,6,7
-12.0,44.0,54.0,37.0,36,9,10,9
-2.5,37.5,72.0,0.0,44,12,14,14
0.0,43.0,72.0,0.0,42,20,28,26
-1.5,42.0,72.0,0.0,76,22,13,13
-3.0,37.0,70.0,94.0,23,24,8,24
-7.0,41.5,62.0,80.0,65,18,16,18
-3.5,44.0,55.0,82.0,43,26,30,27
-11.5,45.5,72.0,0.0,50,17,0,17
-3.5,43.0,69.0,74.0,37,31,21,32
-4.0,41.5,49.0,65.0,61,5,11,11
-4.5,43.5,72.0,0.0,65,1,20,20
-7.0,40.0,44.0,63.0,38,3,6,3
-7.0,37.5,62.0,66.0,32,4,22,4
-3.5,43.5,48.0,73.0,45,5,18,18
-7.5,39.5,73.0,76.0,31,8,0,8
-1.0,45.0,40.0,67.0,48,11,27,11
-3.0,42.5,76.0,77.0,48,14,16,14
-3.5,46.5,62.0,73.0,47,15,9,15
-1.0,40.5,54.0,60.0,68,21,30,21
-1.5,38.0,54.0,60.0,33,23,19,23
-4.5,40.5,53.0,65.0,52,25,31,25
-7.0,42.0,47.0,63.0,46,26,7,27
-7.5,42.5,61.0,77.0,41,28,10,29
-4.5,37.5,78.0,72.0,73,29,13,30
-6.5,37.0,85.0,42.0,44,0,2,2
-3.5,43.5,62.0,65.0,20,7,18,7
-1.0,37.5,72.0,75.0,44,8,25,8
-6.5,45.0,52.0,28.0,31,9,26,9
-2.5,47.5,56.0,72.0,74,11,15,11
-4.0,37.5,72.0,0.0,43,13,4,13
-3.5,38.0,73.0,98.0,34,14,19,19
-2.5,42.5,54.0,95.0,23,21,23,21
-6.5,43.0,72.0,0.0,33,22,5,22
-1.0,36.5,64.0,68.0,33,24,3,3
-3.5,44.5,52.0,83.0,39,27,28,28
-8.5,39.5,68.0,81.0,55,30,12,31
-3.5,37.0,67.0,63.0,48,31,29,30
-10.0,46.0,72.0,0.0,36,17,1,17
-3.0,42.0,72.0,0.0,62,1,22,22
-3.0,38.0,44.0,88.0,31,3,31,3
0.0,37.5,56.0,74.0,54,4,30,26
-1.0,36.0,56.0,67.0,60,6,2,2
-3.5,41.0,52.0,67.0,46,7,16,7
-3.0,39.0,72.0,0.0,45,10,8,8
-3.5,38.0,72.0,0.0,33,12,24,24
-6.5,37.0,78.0,72.0,32,19,21,19
-4.0,44.0,72.0,0.0,48,20,9,20
-3.0,37.0,53.0,68.0,24,23,25,23
-5.0,39.0,61.0,74.0,31,28,29,30
-11.0,41.5,60.0,78.0,41,27,5,28
-4.0,48.5,72.0,0.0,58,17,11,17
-4.5,47.5,63.0,74.0,27,18,15,15
-7.0,41.0,76.0,6.0,29,0,28,29
-2.5,36.5,64.0,87.0,32,2,9,2
-3.0,37.5,43.0,75.0,40,5,10,5
-3.0,41.5,51.0,88.0,51,6,27,28
-13.0,44.0,72.0,0.0,51,13,12,13
-4.5,43.5,75.0,74.0,47,14,30,31
-5.5,43.5,42.0,66.0,43,15,3,15
-5.5,44.5,72.0,0.0,46,20,23,20
-4.5,37.5,56.0,88.0,12,21,7,21
-3.0,39.5,72.0,0.0,43,22,4,22
-3.0,36.0,64.0,87.0,41,25,24,25
-1.0,45.5,57.0,91.0,54,26,17,27
-6.0,37.0,78.0,72.0,16,29,8,30
-6.5,38.5,79.0,0.0,36,16,19,19
-3.0,39.0,65.0,52.0,31,0,6,6
-6.0,39.5,72.0,0.0,39,1,25,25
-7.0,37.5,65.0,83.0,41,2,14,2
-1.0,39.0,50.0,97.0,27,5,16,5
-6.0,38.5,73.0,74.0,35,8,31,8
-3.5,39.5,72.0,0.0,36,10,18,18
-6.0,37.0,72.0,0.0,24,12,4,4
-3.0,39.5,77.0,78.0,40,19,13,19
-5.5,49.0,72.0,0.0,57,20,11,20
-3.5,40.0,65.0,71.0,59,24,23,23
-5.0,44.0,52.0,74.0,40,28,17,17
-5.0,44.0,38.0,81.0,39,27,26,28
-8.0,39.0,76.0,72.0,31,29,22,30
-2.0,36.0,35.0,100.0,56,9,21,9
-3.5,34.5,49.0,59.0,51,4,29,30
-4.0,40.0,35.0,56.0,61,6,12,6
-4.0,37.0,50.0,94.0,16,8,3,8
0.0,37.5,72.0,0.0,22,10,5,26
-6.0,44.0,69.0,87.0,51,14,13,13
-9.0,43.5,39.0,57.0,61,15,7,15
-11.5,41.0,38.0,38.0,34,23,1,23
-3.0,38.0,58.0,86.0,51,18,24,24
-7.0,40.5,31.0,49.0,43,26,0,27
-5.5,45.0,62.0,80.0,70,16,20,20
-6.5,43.0,72.0,0.0,55,17,2,17
-5.5,39.5,45.0,53.0,38,30,19,31
-3.0,41.0,39.0,40.0,47,31,27,28
-4.5,43.0,33.0,72.0,31,11,25,11
-7.0,37.5,43.0,83.0,22,3,12,3
-6.0,37.0,54.0,69.0,37,4,31,4
-6.0,41.0,44.0,98.0,44,5,17,17
-6.0,48.0,47.0,90.0,43,6,15,15
-5.0,37.5,45.0,85.0,50,7,0,7
-8.5,44.0,40.0,39.0,45,9,16,9
-6.0,43.5,72.0,0.0,69,13,24,13
-5.0,33.0,76.0,62.0,15,19,2,19
-4.0,35.0,38.0,37.0,12,21,8,21
-9.0,44.0,72.0,0.0,43,22,1,22
-4.5,46.0,49.0,84.0,46,18,20,20
-3.0,38.0,46.0,73.0,38,25,23,25
-11.0,39.5,45.0,90.0,49,27,10,28
-3.5,41.0,70.0,66.0,33,29,11,30
-9.0,44.5,55.0,94.0,13,30,14,31
-4.0,41.5,57.0,86.0,44,28,26,29
-7.0,44.0,51.0,17.0,57,0,17,17
-6.5,44.0,72.0,0.0,69,1,30,31
-3.0,36.0,47.0,94.0,85,2,27,2
-3.0,38.5,56.0,62.0,31,3,13,13
-3.0,40.5,60.0,66.0,19,7,26,7
-3.0,33.0,59.0,62.0,44,8,4,8
-10.5,38.5,8.0,70.0,29,9,5,9
-3.5,40.0,40.0,100.0,30,11,28,11
-5.0,37.0,72.0,0.0,43,12,21,21
-11.0,44.5,35.0,88.0,51,15,18,15
-7.0,35.0,75.0,65.0,47,19,31,19
-10.5,47.5,72.0,0.0,38,20,10,20
-4.0,43.0,50.0,79.0,23,24,14,24
-5.5,39.5,49.0,91.0,53,25,22,25
-3.0,43.0,57.0,34.0,61,16,6,6
-6.0,38.0,72.0,68.0,32,29,23,30
-3.0,34.5,56.0,72.0,61,8,19,8
-6.5,44.0,72.0,0.0,36,10,11,11
-3.0,37.0,40.0,52.0,50,2,28,2
-1.5,37.0,41.0,47.0,41,4,25,4
-4.5,36.0,42.0,52.0,31,5,0,5
-3.0,42.5,72.0,0.0,30,12,1,12
-3.5,43.5,72.0,0.0,72,13,21,13
-3.0,37.0,48.0,50.0,27,14,29,30
-3.0,35.5,43.0,46.0,31,23,3,23
-3.0,42.0,54.0,82.0,30,18,9,9
-3.0,42.0,36.0,67.0,44,26,6,27
-7.5,48.5,58.0,48.0,52,16,15,15
-6.5,42.0,40.0,91.0,41,27,7,28
-6.0,51.0,72.0,0.0,65,17,20,17
-1.0,42.5,40.0,55.0,44,31,22,22
-3.0,42.0,47.0,47.0,41,24,30,31
-1.0,41.0,72.0,0.0,34,1,4,4
-5.0,38.5,28.0,57.0,44,2,6,2
-3.0,37.0,23.0,66.0,23,3,24,3
-3.0,46.5,45.0,39.0,72,9,15,9
-3.0,43.5,72.0,0.0,21,10,16,10
-7.5,39.0,28.0,80.0,55,11,5,11
-9.5,37.5,46.0,64.0,27,14,12,14
-1.0,52.5,72.0,0.0,41,20,27,28
-3.0,33.5,27.0,85.0,12,21,19,21
-3.0,40.5,72.0,0.0,21,22,29,22
-3.0,36.0,28.0,72.0,27,23,31,23
-5.5,35.5,28.0,63.0,46,25,8,25
-5.5,40.5,28.0,88.0,34,26,18,27
-10.5,40.5,57.0,83.0,64,28,0,29
-3.5,46.5,35.0,75.0,56,30,13,31
-5.5,43.5,27.0,76.0,46,7,17,17
-7.0,38.5,52.0,60.0,37,0,4,4
-3.0,39.5,28.0,83.0,23,5,20,20
-3.0,42.0,29.0,92.0,79,6,28,6
-11.5,42.0,39.0,48.0,43,9,7,9
-7.5,48.0,72.0,0.0,45,13,1,13
-14.5,45.0,28.0,91.0,62,15,10,15
-6.0,33.0,23.0,50.0,40,21,14,21
-7.5,40.5,72.0,0.0,52,22,23,22
-3.0,36.0,31.0,65.0,6,24,26,24
-7.0,38.0,54.0,73.0,32,18,2,2
-5.0,45.5,55.0,74.0,59,16,11,11
-7.0,52.0,72.0,0.0,49,17,27,17
-11.5,36.0,67.0,84.0,19,29,12,30
-5.0,37.0,36.0,92.0,54,30,3,31
-3.0,34.0,34.0,76.0,27,31,8,8
-3.0,37.0,66.0,82.0,61,19,25,19
-3.0,54.0,72.0,0.0,65,20,15,15
-3.0,35.0,35.0,59.0,37,24,21,21
-6.5,38.5,50.0,48.0,58,29,1,30
-3.0,33.0,31.0,63.0,23,3,19,3
-7.5,37.0,30.0,52.0,34,4,10,4
-4.0,35.0,34.0,56.0,51,5,31,5
-3.0,35.5,29.0,65.0,35,7,2,2
-12.5,35.5,55.0,56.0,22,8,23,8
-5.5,39.0,72.0,0.0,51,12,30,31
-6.5,48.5,72.0,0.0,48,13,9,13
-3.0,42.0,46.0,49.0,39,14,22,14
-7.0,44.0,32.0,52.0,59,25,28,25
-6.5,42.0,24.0,73.0,64,26,16,27
-15.5,44.5,46.0,94.0,38,27,0,28
-7.0,54.0,72.0,0.0,37,17,6,17
-5.5,44.0,51.0,87.0,48,18,11,11
-9.5,34.5,40.0,46.0,31,21,3,21
-2.5,46.5,44.0,79.0,41,28,27,29
-9.0,42.0,43.0,40.0,38,31,25,25
-7.5,45.5,43.0,24.0,35,0,20,20
-2.5,44.0,72.0,0.0,35,1,14,1
-6.0,37.5,36.0,65.0,23,2,26,2
-8.5,42.0,45.0,43.0,36,6,7,6
-12.0,45.0,72.0,0.0,50,10,17,17
-10.0,41.5,42.0,87.0,34,11,9,11
-9.0,46.5,72.0,0.0,37,12,13,13
-7.5,43.5,44.0,70.0,34,15,5,15
-3.5,37.5,68.0,68.0,44,19,24,19
-1.0,38.0,72.0,0.0,20,22,8,8
-4.5,34.5,42.0,47.0,61,23,4,4
-6.0,46.0,50.0,50.0,35,16,18,16
-4.0,39.0,46.0,47.0,46,30,29,31
-3.0,44.5,71.0,90.0,51,21,13,21
-3.0,38.0,84.0,73.0,24,19,30,31
-3.0,35.0,66.0,80.0,23,3,14,3
-1.5,38.5,71.0,63.0,36,5,10,5
-3.5,37.0,66.0,69.0,23,7,2,2
-3.0,48.5,72.0,29.0,58,9,15,9
-4.5,44.0,72.0,0.0,47,12,16,12
-6.5,44.0,72.0,0.0,52,20,8,20
-2.5,45.0,72.0,0.0,28,22,27,28
-5.5,42.0,70.0,62.0,55,24,6,24
-9.5,41.5,68.0,66.0,48,25,23,25
-3.5,41.5,66.0,72.0,45,26,18,27
-3.0,44.5,65.0,81.0,40,28,1,1
-11.0,46.0,72.0,0.0,27,17,0,17
-2.5,38.5,72.0,72.0,26,31,29,32
-3.0,43.5,71.0,72.0,38,4,11,4
-8.0,41.5,78.0,70.0,35,0,21,21
-2.0,46.0,72.0,0.0,51,1,17,1
-4.0,35.5,60.0,54.0,43,2,26,2
-5.5,40.0,64.0,49.0,29,6,19,6
-4.5,38.0,83.0,47.0,31,8,7,8
-3.0,43.5,72.0,0.0,44,10,12,10
-9.0,41.0,65.0,62.0,31,11,5,11
-3.0,38.0,79.0,69.0,13,14,9,9
-7.0,46.0,74.0,73.0,45,15,4,15
-7.5,42.0,72.0,0.0,57,22,28,22
-3.0,40.0,58.0,61.0,34,23,31,32
-3.5,37.5,60.0,72.0,23,18,3,18
-3.0,47.0,69.0,63.0,62,16,24,24
-3.0,37.0,80.0,70.0,16,29,27,28
-1.5,47.0,67.0,55.0,48,30,13,13
-3.0,51.0,61.0,52.0,43,25,20,25
-11.0,44.0,72.0,0.0,9,1,0,1
-1.5,35.0,64.0,62.0,32,6,2,2
-9.5,46.0,58.0,59.0,36,9,16,9
-4.5,44.0,72.0,0.0,43,10,25,25
-6.0,50.0,72.0,0.0,76,13,11,13
-7.5,48.0,66.0,70.0,45,15,12,15
-2.5,31.0,80.0,84.0,16,19,26,19
-12.0,45.0,72.0,0.0,49,20,5,20
-3.0,38.0,72.0,62.0,37,23,7,23
-3.0,35.5,62.0,76.0,50,18,29,18
-10.0,41.5,55.0,91.0,34,27,28,28
-6.0,49.0,72.0,0.0,53,17,22,17
-6.0,34.5,72.0,49.0,27,30,14,31
-1.5,35.5,70.0,76.0,39,31,8,32
-3.5,40.0,83.0,24.0,44,0,22,22
-5.5,35.0,50.0,72.0,48,3,21,21
-3.5,39.0,67.0,88.0,37,4,1,4
-8.5,40.5,51.0,46.0,28,5,25,25
-2.5,36.0,50.0,64.0,30,7,31,32
-7.0,44.0,52.0,47.0,21,11,23,11
-2.0,42.0,72.0,0.0,47,12,18,18
-4.0,42.0,82.0,71.0,41,14,13,13
-5.5,36.0,82.0,74.0,26,19,24,24
-4.0,39.5,50.0,75.0,45,26,6,27
-3.0,41.0,67.0,72.0,55,16,30,31
-4.0,44.0,56.0,87.0,38,28,17,17
-3.0,35.0,80.0,70.0,29,29,9,9
-6.0,41.5,62.0,70.0,51,2,15,2
-6.5,41.0,72.0,0.0,27,1,10,1
-3.5,38.5,66.0,91.0,36,8,23,8
-4.0,38.0,55.0,38.0,37,9,4,9
-3.5,50.0,72.0,0.0,62,12,20,20
-8.5,52.0,72.0,0.0,49,13,18,13
-11.0,34.0,62.0,68.0,34,21,19,21
-3.0,38.5,72.0,0.0,37,22,29,22
-6.5,37.0,64.0,66.0,30,24,3,24
-4.5,36.0,53.0,81.0,57,26,7,27
-2.5,37.0,66.0,67.0,55,16,14,14
-1.0,36.5,62.0,59.0,59,28,0,29
-8.0,44.0,54.0,86.0,60,27,17,28
0.0,34.0,65.0,64.0,27,31,2,26
-3.0,44.0,52.0,75.0,75,11,30,11
-5.5,43.0,72.0,0.0,41,1,16,1
-4.5,30.0,42.0,77.0,33,3,19,3
-1.5,33.5,41.0,57.0,23,5,31,5
-3.0,40.0,43.0,64.0,51,7,6,7
-3.0,39.0,69.0,68.0,44,8,26,8
-3.0,45.0,72.0,0.0,48,10,11,10
-2.5,44.0,71.0,67.0,38,14,15,15
-3.5,42.0,52.0,63.0,50,21,27,21
-3.5,53.0,72.0,0.0,69,22,20,20
-9.5,43.0,51.0,55.0,36,24,28,24
-2.5,42.0,62.0,82.0,34,18,9,9
-10.0,42.0,51.0,55.0,38,25,4,25
-5.5,46.0,53.0,56.0,30,30,12,31
-6.5,42.5,72.0,0.0,49,17,29,17
-6.5,40.0,67.0,42.0,42,0,27,28
-4.5,31.0,46.0,86.0,26,2,3,2
-3.0,42.0,57.0,89.0,23,4,16,4
-7.0,41.5,58.0,82.0,65,7,25,25
-4.0,44.0,53.0,76.0,61,11,8,11
-9.0,47.0,72.0,0.0,51,13,14,13
-3.5,44.5,59.0,51.0,66,15,1,15
-5.0,37.5,77.0,71.0,45,19,17,17
-6.0,53.0,72.0,0.0,23,20,30,20
-6.0,43.5,48.0,75.0,20,21,24,21
-7.0,40.0,50.0,64.0,41,23,10,23
-3.0,45.5,59.0,86.0,57,18,22,18
-7.0,32.0,72.0,70.0,26,29,5,30
-7.0,42.5,56.0,67.0,33,6,9,9
-4.5,33.5,57.0,67.0,52,3,0,3
-2.0,35.5,50.0,71.0,36,5,28,5
-3.0,40.0,71.0,69.0,52,8,10,8
-7.0,39.5,41.0,39.0,69,9,1,9
-2.0,42.0,72.0,0.0,26,12,14,12
-1.0,56.5,53.0,63.0,80,15,13,13
-6.5,48.5,72.0,0.0,47,20,23,20
-7.5,37.0,64.0,71.0,25,25,2,25
-3.0,42.0,61.0,56.0,54,26,21,21
-6.0,46.0,62.0,66.0,56,16,18,16
-8.0,39.0,45.0,74.0,40,27,4,28
-3.0,39.5,67.0,50.0,47,30,6,31
-1.0,40.5,68.0,66.0,42,31,11,11
-7.0,35.5,59.0,49.0,55,24,19,24
-6.0,35.0,54.0,53.0,40,2,7,2
-3.0,34.0,51.0,74.0,39,3,24,24
-6.0,41.0,54.0,59.0,51,4,18,4
0.0,44.0,56.0,64.0,29,6,8,26
-7.0,44.0,50.0,29.0,44,9,12,9
-3.5,37.0,72.0,0.0,27,10,31,10
-3.0,34.5,74.0,70.0,47,19,0,19
-9.0,34.5,59.0,45.0,49,23,5,23
-1.5,44.5,56.0,55.0,30,26,25,25
-6.5,49.5,60.0,63.0,60,16,22,16
-7.0,40.5,54.0,85.0,69,28,27,28
-2.5,49.5,72.0,0.0,62,17,21,17
-3.0,45.5,65.0,66.0,65,29,15,15
-7.0,58.0,72.0,0.0,59,13,20,13
-1.0,39.0,62.0,46.0,31,0,23,0
-3.5,41.0,72.0,0.0,38,1,29,1
-3.5,41.0,36.0,59.0,34,7,26,27
-4.5,50.0,36.0,75.0,65,11,20,11
-8.5,54.5,72.0,0.0,63,13,12,13
-3.5,34.5,65.0,82.0,40,14,10,14
-7.0,38.0,34.0,48.0,35,21,3,21
-3.5,56.5,72.0,0.0,47,22,15,15
-1.0,32.0,38.0,48.0,37,24,2,2
-1.5,41.5,56.0,86.0,64,28,4,29
-2.5,50.5,72.0,0.0,35,17,27,28
-5.5,34.0,49.0,61.0,36,30,5,31
-4.0,36.5,41.0,44.0,27,31,6,32
-7.0,43.0,56.0,88.0,70,8,25,25
-7.5,36.0,55.0,90.0,40,2,8,2
-2.0,40.0,50.0,86.0,54,3,17,3
-3.0,38.0,61.0,78.0,45,4,0,4
-8.0,44.5,42.0,64.0,51,5,13,13
-4.0,40.5,50.0,85.0,33,6,26,27
-1.5,38.0,49.0,78.0,17,7,24,24
-3.0,51.0,72.0,0.0,29,12,11,11
-3.0,36.0,71.0,78.0,33,14,30,14
-8.0,48.0,72.0,0.0,41,20,10,20
-6.0,48.5,72.0,0.0,47,22,9,9
-3.0,40.0,49.0,94.0,24,23,1,1
-4.5,47.5,55.0,27.0,40,18,16,16
-10.0,38.5,51.0,89.0,34,25,31,25
-9.5,37.0,41.0,81.0,41,27,19,28
-8.0,42.0,71.0,73.0,38,29,28,30
-3.0,52.0,43.0,85.0,46,15,21,21
-3.5,36.0,47.0,57.0,28,8,5,8
-8.5,54.0,72.0,0.0,50,10,13,13
-3.0,36.5,59.0,47.0,16,0,24,24
-9.0,47.5,72.0,0.0,45,1,22,1
-3.0,39.0,48.0,75.0,35,4,29,30
-6.0,37.5,40.0,77.0,106,6,7,6
-11.5,42.5,24.0,88.0,49,9,18,9
-2.0,43.0,72.0,0.0,52,12,30,12
-3.0,54.0,34.0,78.0,65,15,16,15
-6.0,45.5,72.0,0.0,43,20,14,20
-7.0,34.5,47.0,81.0,27,21,2,21
-7.0,35.5,55.0,81.0,33,23,25,25
-10.0,34.5,43.0,74.0,23,26,31,27
0.0,37.5,54.0,48.0,41,28,19,26
-4.0,38.0,40.0,82.0,47,27,3,28
-7.0,51.0,31.0,80.0,62,11,17,11
-6.5,37.0,43.0,58.0,53,2,6,2
-7.0,40.5,37.0,86.0,38,5,20,20
-11.0,41.0,40.0,74.0,57,7,21,21
-6.0,37.0,72.0,0.0,38,10,0,10
-12.0,54.0,72.0,0.0,75,13,30,13
-3.0,35.5,53.0,86.0,33,14,26,27
-5.0,34.0,72.0,76.0,74,19,3,3
-2.0,46.5,72.0,0.0,53,22,4,4
-7.0,42.0,47.0,49.0,36,24,12,24
-1.0,52.0,46.0,71.0,61,18,15,15
-5.5,48.5,45.0,59.0,64,25,11,25
-3.0,46.5,54.0,72.0,37,16,9,16
-11.0,49.0,72.0,0.0,22,17,28,17
-2.0,39.5,61.0,65.0,27,29,1,30
-3.0,33.0,45.0,60.0,38,31,23,32
-7.0,42.0,40.0,86.0,82,27,8,28
-7.0,36.0,62.0,48.0,59,0,28,0
-7.5,46.0,72.0,0.0,45,1,18,1
-10.0,34.0,42.0,60.0,51,2,23,2
-11.0,38.5,32.0,87.0,44,3,7,3
-7.0,44.5,43.0,60.0,27,4,17,4
-7.0,49.0,56.0,52.0,40,8,22,8
-11.5,41.0,45.0,39.0,37,9,19,9
-9.0,41.0,33.0,79.0,29,11,10,11
-10.0,57.0,72.0,0.0,37,12,13,13
-7.0,34.0,49.0,62.0,25,14,5,14
-6.5,54.0,72.0,0.0,50,20,27,20
-10.5,47.0,42.0,70.0,63,21,6,21
-4.5,35.0,33.0,88.0,23,26,24,27
-4.0,42.5,56.0,88.0,55,16,29,16
-8.0,38.5,44.0,55.0,31,31,25,25
-2.5,53.0,43.0,58.0,87,30,15,15
-3.5,41.0,72.0,0.0,65,1,4,1
-10.0,36.5,34.0,65.0,63,23,26,27
-6.5,36.5,51.0,86.0,42,28,31,32
-3.0,41.5,61.0,28.0,38,0,17,17
-1.0,34.0,14.0,56.0,29,5,12,5
-3.0,41.0,29.0,58.0,50,6,3,3
-8.0,35.0,24.0,81.0,21,7,16,16
-3.0,48.5,72.0,0.0,55,10,20,20
-3.5,37.0,7.0,48.0,53,11,14,11
-7.5,48.5,72.0,0.0,30,13,2,13
-3.0,52.5,20.0,53.0,62,15,9,9
-6.5,41.5,40.0,82.0,51,24,27,24
-3.5,49.5,48.0,81.0,75,18,30,18
-11.5,45.0,36.0,87.0,19,25,8,25
-7.5,43.5,58.0,66.0,38,29,22,30
-10.0,44.0,58.0,59.0,57,19,21,21
-3.5,56.0,72.0,0.0,65,20,11,20
-9.5,60.0,27.0,55.0,61,15,18,15
-4.0,50.5,21.0,77.0,53,30,9,9
-6.5,46.5,24.0,76.0,45,6,23,6
-2.5,35.0,41.0,50.0,23,8,31,32
-6.0,37.0,72.0,0.0,32,10,5,10
-7.0,56.0,72.0,0.0,65,13,16,13
-6.5,36.5,43.0,90.0,21,14,12,14
-9.0,40.5,69.0,79.0,17,19,7,19
-6.5,44.0,72.0,0.0,39,22,1,22
0.0,41.5,28.0,60.0,30,24,21,26
-5.0,34.0,22.0,75.0,27,26,2,27
-10.0,41.5,52.0,85.0,48,28,3,3
-7.0,44.0,44.0,85.0,45,27,0,28
-1.5,39.0,52.0,86.0,57,29,4,30
-4.0,42.5,72.0,0.0,27,17,25,17
-4.0,38.5,56.0,70.0,19,0,29,0
-11.0,33.0,43.0,68.0,53,2,19,2
-9.5,33.0,40.0,78.0,53,3,26,3
-7.0,46.0,55.0,76.0,39,4,22,4
-3.0,34.0,43.0,90.0,45,5,11,5
-10.0,44.0,28.0,70.0,47,9,13,9
-10.0,41.0,72.0,0.0,36,12,7,12
-13.0,37.0,34.0,58.0,28,21,28,21
-1.0,38.5,40.0,64.0,52,23,8,23
-2.5,43.0,48.0,93.0,19,18,14,14
-4.0,37.5,42.0,65.0,48,25,6,6
-6.5,51.5,53.0,65.0,41,16,15,15
-5.5,41.0,37.0,72.0,54,27,1,28
-3.5,46.0,72.0,0.0,61,17,24,24
-2.5,45.5,59.0,81.0,43,30,10,10
-4.0,41.0,44.0,71.0,39,31,20,20
-7.5,50.0,71.0,64.0,50,21,18,21
-3.0,47.0,69.0,63.0,31,2,13,13
-4.5,39.0,64.0,58.0,29,3,12,3
-6.5,45.5,74.0,49.0,43,4,22,4
-3.5,44.5,69.0,63.0,40,7,6,6
-3.0,46.0,72.0,0.0,20,10,11,10
-3.0,40.0,79.0,63.0,40,14,27,14
-3.0,48.5,78.0,60.0,34,15,24,15
-4.5,38.5,81.0,80.0,44,19,9,9
-6.0,43.5,72.0,0.0,37,20,29,20
-1.5,37.5,70.0,53.0,61,23,0,23
-7.0,40.5,68.0,60.0,41,26,30,27
-5.0,41.0,68.0,64.0,52,16,8,16
-4.5,46.0,61.0,74.0,53,28,17,17
-6.0,33.0,73.0,55.0,16,31,5,32
-2.0,41.5,72.0,0.0,24,1,25,25
-1.0,44.0,85.0,15.0,29,0,17,17
-3.0,44.0,77.0,62.0,44,4,21,21
-2.5,34.0,67.0,67.0,44,5,10,10
-3.0,47.0,66.0,74.0,45,6,20,6
-3.0,44.0,65.0,26.0,37,9,16,9
-7.0,43.0,66.0,70.0,50,11,7,11
-4.5,39.5,72.0,0.0,34,12,26,27
-9.0,46.0,72.0,0.0,13,13,14,13
-6.0,37.0,75.0,57.0,24,24,19,24
-1.5,53.0,60.0,76.0,40,18,15,15
-11.5,43.0,75.0,57.0,45,25,28,25
-1.0,41.5,57.0,77.0,39,27,1,28
-2.5,35.0,84.0,61.0,22,29,3,30
-3.5,36.0,68.0,74.0,35,30,2,2
-6.0,36.0,86.0,51.0,27,8,31,8
-3.0,43.0,77.0,53.0,37,23,22,23
-3.0,36.0,68.0,75.0,40,3,1,3
-3.0,39.0,70.0,90.0,31,5,6,6
-3.0,38.0,64.0,92.0,33,11,29,30
-13.5,47.0,72.0,0.0,19,13,7,13
-3.5,37.5,82.0,76.0,51,19,4,4
-3.5,44.5,72.0,0.0,49,20,22,20
-2.5,34.5,67.0,60.0,46,24,14,24
-8.5,47.0,69.0,60.0,43,25,18,25
-3.0,41.5,71.0,72.0,43,26,21,27
-5.5,42.5,65.0,70.0,68,16,23,16
-6.5,41.0,61.0,57.0,65,28,8,8
-6.5,42.0,56.0,65.0,49,27,0,28
-6.5,46.0,72.0,0.0,58,17,30,17
-2.5,49.0,58.0,49.0,40,9,15,9
-3.0,42.0,66.0,58.0,45,0,28,0
-6.0,44.5,72.0,0.0,40,1,20,1
-7.5,31.5,64.0,65.0,16,2,24,2
-9.5,41.5,71.0,75.0,26,6,12,6
-4.0,37.5,83.0,73.0,27,14,9,14
-2.5,46.5,75.0,74.0,68,15,25,15
-5.5,47.0,60.0,73.0,58,21,16,21
-1.0,38.5,72.0,0.0,26,22,3,3
-3.0,46.0,68.0,55.0,68,23,17,23
-3.0,46.0,60.0,74.0,32,18,8,18
-6.5,35.0,81.0,74.0,30,29,10,30
-7.0,45.0,75.0,70.0,41,30,13,13
-2.0,37.0,68.0,60.0,37,31,27,32
-3.0,43.0,71.0,61.0,61,4,11,4
-3.0,42.0,81.0,22.0,44,0,4,4
-2.5,43.5,72.0,0.0,59,1,21,1
-2.5,33.0,48.0,76.0,34,3,19,3
-3.0,35.0,53.0,81.0,30,7,5,7
-3.5,44.0,64.0,47.0,43,8,25,25
-7.0,34.5,56.0,51.0,40,9,31,9
-2.0,33.0,72.0,0.0,52,10,2,10
-3.0,41.0,44.0,79.0,55,11,22,11
-1.5,40.5,72.0,0.0,54,12,30,12
-3.0,38.0,79.0,86.0,43,14,6,14
